MONTH_END_DATE,PRIMARY_PLAN_TYPE,COUNTRY_CODE,Monthly Active Users
2023-12-31,Education,SX,35
2024-01-31,Canva Pro,SX,327
2024-02-29,Education,SX,35
2024-02-29,Free,SX,1444
2024-03-31,Canva Pro,SX,358
2024-03-31,Canva Pro,SX,338
2024-03-31,Canva Pro,SX,348
2024-03-31,Canva Pro - NFP,SX,14
2024-03-31,Education,SX,36
2024-03-31,Free,SX,1179
2024-04-30,Canva Pro,SX,338
2024-04-30,Canva Pro,SX,340
2024-04-30,Canva Pro - NFP,SX,13
2024-04-30,Education,SX,26
2024-04-30,Education,SX,42
2024-04-30,Education,SX,40
2024-04-30,Education,SX,26
2024-04-30,Free,SX,1302
2024-04-30,Unknown,SX,14
2024-05-31,Canva Pro,SX,344
2024-05-31,Canva Pro,SX,344
2024-05-31,Canva Pro,SX,348
2024-05-31,Canva Pro - NFP,SX,14
2024-06-30,Canva Pro,SX,346
2024-06-30,Canva Pro - NFP,SX,17
2024-06-30,Canva Pro - NFP,SX,15
2024-06-30,Education,SX,35
2024-06-30,Free,SX,1376
2024-07-31,Canva Pro,SX,344
2024-07-31,Canva Pro - NFP,SX,13
2024-07-31,Canva Pro - NFP,SX,15
2024-07-31,Canva Pro - NFP,SX,13
2024-07-31,Canva Pro - NFP,SX,17
2024-07-31,Canva Pro - NFP,SX,13
2024-07-31,Education,SX,26
2024-07-31,Education,SX,26
2024-07-31,Education,SX,34
2024-07-31,Education,SX,46
2024-07-31,Free,SX,980
2024-07-31,Free,SX,1302
2024-07-31,Unknown,SX,14
2024-08-31,Canva for Teams,SX,12
2024-08-31,Canva for Teams,SX,51
2024-08-31,Canva Pro - NFP,SX,14
2024-08-31,Canva Pro - NFP,SX,16
2024-08-31,Education,SX,53
2024-08-31,Free,SX,1445
2024-09-30,Canva Pro,SX,326
2024-09-30,Canva Pro,SX,291
2024-09-30,Canva Pro,SX,291
2024-09-30,Canva Pro,SX,290
2024-09-30,Canva Pro - NFP,SX,146
2024-09-30,Canva Pro - NFP,SX,67
2024-09-30,Canva Pro - NFP,SX,0
2024-09-30,Education,SX,64
2024-09-30,Free,SX,1525
2024-10-31,Canva Pro,SX,276
2024-10-31,Canva Pro,SX,326
2024-10-31,Canva Pro,SX,266
2024-10-31,Canva Pro - NFP,SX,149
2024-11-30,Canva Pro - NFP,SX,58
2024-11-30,Canva Pro - NFP,SX,64
2024-11-30,Education,SX,64
2024-11-30,Education,SX,20
2024-11-30,Free,SX,1525
2024-11-30,Unknown,SX,63
2024-11-30,Unknown,SX,67
2024-12-31,Canva Pro,SX,326
2024-12-31,Canva Pro - NFP,SX,63
2024-12-31,Free,SX,1445
2020-02-29,Free,SY,1233
2020-03-31,Canva for Teams,SY,0
2020-03-31,Canva Pro,SY,15
2020-03-31,Education,SY,3
2020-04-30,Canva Pro - NFP,SY,3
2020-04-30,Canva Pro - NFP,SY,1
2020-04-30,Free,SY,1629
2020-04-30,Free,SY,1581
2020-04-30,Free,SY,1347
2020-04-30,Unknown,SY,1
2020-05-31,Canva for Teams,SY,534
2020-05-31,Education,SY,0
2020-05-31,Unknown,SY,1
2020-06-30,Free,SY,2075
2020-06-30,Free,SY,1943
2020-06-30,Unknown,SY,0
2020-06-30,Unknown,SY,2
2020-07-31,Education,SY,3
2020-07-31,Education,SY,3
2020-07-31,Free,SY,1720
2020-07-31,Free,SY,1877
2020-08-31,Canva Pro,SY,14
2020-08-31,Canva Pro - NFP,SY,1
2020-08-31,Free,SY,2056
2020-09-30,Canva Pro - NFP,SY,0
2020-09-30,Canva Pro - NFP,SY,2
2020-09-30,Education,SY,1
2020-09-30,Unknown,SY,1
2020-10-31,Canva Pro,SY,8
2020-10-31,Canva Pro,SY,11
2020-10-31,Canva Pro - NFP,SY,1
2020-10-31,Free,SY,1943
2020-10-31,Unknown,SY,1
2020-11-30,Enterprise,SY,2
2020-11-30,Free,SY,2039
2020-11-30,Free,SY,2056
2020-12-31,Canva Pro,SY,34
2020-12-31,Canva Pro - NFP,SY,1
2020-12-31,Education,SY,1
2020-12-31,Free,SY,1851
2020-12-31,Free,SY,2039
2021-01-31,Canva Pro,SY,32
2021-01-31,Canva Pro,SY,34
2021-01-31,Canva Pro,SY,34
2021-01-31,Canva Pro,SY,34
2021-01-31,Education,SY,1
2021-01-31,Enterprise,SY,1
2021-01-31,Free,SY,2056
2021-02-28,Canva for Teams,SY,452
2021-02-28,Education,SY,2
2021-02-28,Unknown,SY,1
2021-03-31,Education,SY,2
2021-03-31,Free,SY,2075
2021-03-31,Free,SY,1851
2021-03-31,Unknown,SY,1
2021-03-31,Unknown,SY,0
2021-04-30,Canva Pro,SY,71
2021-04-30,Education,SY,49
2021-04-30,Education,SY,73
2021-05-31,Canva Pro - NFP,SY,1
2021-05-31,Free,SY,4605
2021-05-31,Unknown,SY,1
2021-06-30,Canva Pro - NFP,SY,1
2021-06-30,Free,SY,4544
2021-06-30,Unknown,SY,2
2021-06-30,Unknown,SY,0
2021-07-31,Canva Pro,SY,46
2021-07-31,Canva Pro - NFP,SY,1
2021-07-31,Education,SY,57
2021-07-31,Free,SY,4164
2021-07-31,Free,SY,3343
2021-07-31,Unknown,SY,4
2021-08-31,Canva for Teams,SY,0
2021-08-31,Canva Pro,SY,71
2021-08-31,Unknown,SY,1
2021-08-31,Unknown,SY,1
2021-09-30,Canva Pro - NFP,SY,1
2021-09-30,Education,SY,80
2021-09-30,Free,SY,4544
2021-09-30,Unknown,SY,0
2021-09-30,Unknown,SY,0
2021-09-30,Unknown,SY,0
2021-10-31,Canva Pro,SY,61
2021-10-31,Canva Pro - NFP,SY,2
2021-10-31,Education,SY,52
2021-10-31,Free,SY,4655
2021-11-30,Canva Pro,SY,61
2021-11-30,Free,SY,3621
2021-11-30,Unknown,SY,1
2021-12-31,Canva Pro,SY,80
2021-12-31,Canva Pro,SY,67
2021-12-31,Canva Pro,SY,63
2021-12-31,Education,SY,52
2021-12-31,Unknown,SY,0
2022-01-31,Free,SY,5181
2022-01-31,Free,SY,5669
2022-01-31,Free,SY,5447
2022-01-31,Unknown,SY,1
2022-02-28,Free,SY,5447
2022-02-28,Free,SY,5546
2022-02-28,Unknown,SY,0
2022-03-31,Canva Pro,SY,327
2022-03-31,Education,SY,54
2022-03-31,Free,SY,6857
2022-03-31,Unknown,SY,1
2022-03-31,Unknown,SY,0
2022-04-30,Canva for Teams,SY,235
2022-04-30,Canva Pro - NFP,SY,4
2022-04-30,Education,SY,121
2022-04-30,Education,SY,79
2022-04-30,Unknown,SY,0
2022-04-30,Unknown,SY,1
2022-04-30,Unknown,SY,1
2022-05-31,Education,SY,90
2022-05-31,Unknown,SY,1
2022-05-31,Unknown,SY,0
2022-06-30,Canva for Teams,SY,534
2022-06-30,Canva Pro,SY,121
2022-06-30,Canva Pro,SY,167
2022-06-30,Canva Pro,SY,260
2022-06-30,Canva Pro,SY,148
2022-06-30,Canva Pro,SY,167
2022-06-30,Unknown,SY,1
2022-07-31,Canva Pro,SY,327
2022-07-31,Education,SY,68
2022-07-31,Free,SY,6090
2022-07-31,Unknown,SY,6
2022-08-31,Canva for Teams,SY,0
2022-08-31,Free,SY,8281
2022-08-31,Unknown,SY,1
2022-09-30,Canva Pro,SY,248
2022-09-30,Canva Pro - NFP,SY,4
2022-09-30,Free,SY,12055
2022-10-31,Canva for Teams,SY,0
2022-10-31,Canva Pro,SY,121
2022-10-31,Canva Pro,SY,229
2022-10-31,Canva Pro - NFP,SY,4
2022-10-31,Free,SY,8281
2022-11-30,Enterprise,SY,0
2022-11-30,Free,SY,12055
2022-11-30,Unknown,SY,0
2022-12-31,Canva Pro - NFP,SY,6
2022-12-31,Canva Pro - NFP,SY,3
2022-12-31,Education,SY,148
2022-12-31,Free,SY,8167
2022-12-31,Free,SY,8912
2022-12-31,Unknown,SY,1
2023-01-31,Canva for Teams,SY,0
2023-01-31,Canva Pro,SY,148
2023-01-31,Education,SY,68
2023-01-31,Free,SY,8167
2023-01-31,Unknown,SY,1
2023-02-28,Canva for Teams,SY,235
2023-02-28,Canva Pro,SY,327
2023-02-28,Education,SY,54
2023-02-28,Unknown,SY,1
2023-02-28,Unknown,SY,0
2023-03-31,Canva Pro - NFP,SY,6
2023-03-31,Canva Pro - NFP,SY,6
2023-03-31,Canva Pro - NFP,SY,4
2023-03-31,Education,SY,155
2023-04-30,Education,SY,153
2023-04-30,Education,SY,160
2023-04-30,Free,SY,15011
2023-04-30,Free,SY,14876
2023-05-31,Canva Pro,SY,695
2023-05-31,Canva Pro,SY,332
2023-05-31,Canva Pro,SY,642
2023-05-31,Canva Pro,SY,540
2023-05-31,Canva Pro,SY,642
2023-05-31,Canva Pro - NFP,SY,11
2023-05-31,Education,SY,242
2023-05-31,Education,SY,153
2023-05-31,Unknown,SY,0
2023-06-30,Canva Pro,SY,695
2023-06-30,Canva Pro,SY,540
2023-06-30,Canva Pro,SY,394
2023-06-30,Free,SY,14876
2023-07-31,Canva Pro - NFP,SY,11
2023-07-31,Education,SY,182
2023-07-31,Unknown,SY,1
2023-07-31,Unknown,SY,1
2023-07-31,Unknown,SY,1
2023-08-31,Canva Pro,SY,713
2023-08-31,Canva Pro - NFP,SY,11
2023-08-31,Education,SY,153
2023-08-31,Education,SY,200
2023-08-31,Education,SY,155
2023-08-31,Free,SY,17602
2023-08-31,Free,SY,17628
2023-08-31,Free,SY,14876
2023-08-31,Free,SY,20765
2023-09-30,Canva Pro,SY,394
2023-09-30,Canva Pro - NFP,SY,12
2023-09-30,Unknown,SY,2
2023-09-30,Unknown,SY,1
2023-10-31,Canva Pro - NFP,SY,14
2023-10-31,Free,SY,14608
2023-11-30,Canva for Teams,SY,515
2023-11-30,Canva Pro,SY,540
2023-11-30,Canva Pro - NFP,SY,16
2023-11-30,Canva Pro - NFP,SY,16
2023-11-30,Canva Pro - NFP,SY,13
2023-11-30,Education,SY,159
2023-11-30,Education,SY,163
2023-11-30,Unknown,SY,0
2023-12-31,Canva for Teams,SY,235
2023-12-31,Canva Pro - NFP,SY,23
2023-12-31,Unknown,SY,0
2024-01-31,Canva for Teams,SY,0
2024-01-31,Canva for Teams,SY,515
2024-01-31,Canva Pro - NFP,SY,13
2024-01-31,Canva Pro - NFP,SY,23
2024-01-31,Canva Pro - NFP,SY,23
2024-02-29,Canva Pro,SY,307
2024-02-29,Canva Pro - NFP,SY,18
2024-02-29,Unknown,SY,0
2024-02-29,Unknown,SY,6
2024-03-31,Canva Pro,SY,329
2024-03-31,Canva Pro,SY,331
2024-03-31,Canva Pro,SY,342
2024-03-31,Canva Pro,SY,329
2024-03-31,Canva Pro,SY,325
2024-03-31,Canva Pro - NFP,SY,17
2024-03-31,Canva Pro - NFP,SY,16
2024-03-31,Education,SY,188
2024-03-31,Free,SY,17906
2024-03-31,Free,SY,17906
2024-04-30,Canva Pro,SY,325
2024-04-30,Canva Pro,SY,331
2024-04-30,Canva Pro - NFP,SY,18
2024-04-30,Canva Pro - NFP,SY,14
2024-04-30,Canva Pro - NFP,SY,13
2024-04-30,Education,SY,322
2024-04-30,Free,SY,26189
2024-05-31,Canva Pro,SY,307
2024-05-31,Canva Pro,SY,331
2024-05-31,Canva Pro - NFP,SY,23
2024-05-31,Education,SY,322
2024-05-31,Education,SY,322
2024-06-30,Canva Pro,SY,342
2024-06-30,Canva Pro,SY,331
2024-06-30,Canva Pro,SY,331
2024-06-30,Canva Pro,SY,307
2024-06-30,Canva Pro,SY,329
2024-06-30,Canva Pro,SY,342
2024-06-30,Canva Pro - NFP,SY,18
2024-06-30,Canva Pro - NFP,SY,16
2024-06-30,Canva Pro - NFP,SY,16
2024-06-30,Education,SY,262
2024-06-30,Free,SY,26551
2024-06-30,Free,SY,33295
2024-06-30,Unknown,SY,1
2024-06-30,Unknown,SY,1
2024-07-31,Canva for Teams,SY,792
2024-07-31,Canva Pro,SY,331
2024-07-31,Canva Pro,SY,342
2024-07-31,Canva Pro,SY,329
2024-07-31,Canva Pro - NFP,SY,13
2024-07-31,Education,SY,428
2024-07-31,Enterprise,SY,5
2024-07-31,Free,SY,26796
2024-07-31,Free,SY,26189
2024-08-31,Canva Pro,SY,331
2024-08-31,Canva Pro,SY,329
2024-08-31,Canva Pro - NFP,SY,18
2024-08-31,Canva Pro - NFP,SY,16
2024-08-31,Education,SY,322
2024-08-31,Education,SY,296
2024-08-31,Education,SY,296
2024-08-31,Free,SY,33295
2024-09-30,Canva Pro,SY,763
2024-09-30,Education,SY,717
2024-09-30,Enterprise,SY,1
2024-09-30,Free,SY,26189
2024-09-30,Free,SY,31086
2024-09-30,Free,SY,26796
2024-09-30,Free,SY,33295
2024-10-31,Canva for Teams,SY,792
2024-10-31,Canva Pro,SY,288
2024-10-31,Canva Pro,SY,572
2024-10-31,Canva Pro,SY,717
2024-10-31,Canva Pro,SY,289
2024-10-31,Canva Pro - NFP,SY,22
2024-10-31,Education,SY,543
2024-10-31,Education,SY,717
2024-10-31,Unknown,SY,0
2024-11-30,Canva Pro,SY,572
2024-11-30,Canva Pro,SY,289
2024-11-30,Education,SY,717
2024-11-30,Education,SY,572
2024-11-30,Education,SY,763
2024-11-30,Unknown,SY,1
2024-12-31,Canva Pro,SY,763
2024-12-31,Canva Pro,SY,572
2024-12-31,Canva Pro - NFP,SY,23
2024-12-31,Canva Pro - NFP,SY,18
2024-12-31,Canva Pro - NFP,SY,16
2024-12-31,Education,SY,763
2024-12-31,Enterprise,SY,2
2024-12-31,Free,SY,31086
2024-12-31,Free,SY,26370
2024-12-31,Unknown,SY,1
2020-02-29,Canva for Teams,SZ,3
2020-02-29,Canva Pro - NFP,SZ,1
2020-02-29,Canva Pro - NFP,SZ,2
2020-02-29,Education,SZ,1
2020-02-29,Education,SZ,0
2020-02-29,Free,SZ,242
2020-02-29,Free,SZ,388
2020-03-31,Canva Pro,SZ,13
2020-03-31,Canva Pro,SZ,16
2020-03-31,Canva Pro,SZ,16
2020-03-31,Canva Pro - NFP,SZ,2
2020-03-31,Unknown,SZ,0
2020-04-30,Canva for Teams,SZ,1
2020-04-30,Education,SZ,0
2020-04-30,Education,SZ,1
2020-04-30,Free,SZ,242
2020-04-30,Free,SZ,388
2020-05-31,Canva for Teams,SZ,1
2020-05-31,Canva Pro,SZ,16
2020-05-31,Education,SZ,1
2020-06-30,Education,SZ,1
2020-06-30,Education,SZ,0
2020-07-31,Canva Pro,SZ,17
2020-07-31,Education,SZ,1
2020-08-31,Canva for Teams,SZ,0
2020-08-31,Canva Pro,SZ,10
2020-08-31,Free,SZ,443
2020-09-30,Canva Pro - NFP,SZ,3
2020-09-30,Canva Pro - NFP,SZ,2
2020-09-30,Education,SZ,1
2020-10-31,Canva Pro - NFP,SZ,1
2020-10-31,Domain,SZ,1
2020-10-31,Unknown,SZ,0
2020-11-30,Canva Pro,SZ,31
2020-11-30,Education,SZ,1
2020-11-30,Free,SZ,443
2020-11-30,Free,SZ,485
2020-12-31,Canva Pro,SZ,24
2020-12-31,Education,SZ,1
2020-12-31,Education,SZ,1
2020-12-31,Education,SZ,1
2020-12-31,Free,SZ,485
2021-01-31,Canva Pro - NFP,SZ,4
2021-01-31,Enterprise,SZ,0
2021-01-31,Free,SZ,431
2021-01-31,Unknown,SZ,0
2021-01-31,Unknown,SZ,0
2021-01-31,Unknown,SZ,0
2021-02-28,Canva Pro,SZ,23
2021-02-28,Education,SZ,1
2021-02-28,Free,SZ,601
2021-03-31,Canva Pro,SZ,38
2021-03-31,Canva Pro,SZ,33
2021-03-31,Education,SZ,1
2021-03-31,Free,SZ,613
2021-03-31,Free,SZ,717
2021-03-31,Unknown,SZ,0
2021-04-30,Canva for Teams,SZ,1
2021-04-30,Canva Pro - NFP,SZ,4
2021-04-30,Canva Pro - NFP,SZ,4
2021-05-31,Canva Pro,SZ,23
2021-05-31,Canva Pro - NFP,SZ,4
2021-05-31,Education,SZ,1
2021-05-31,Education,SZ,0
2021-05-31,Education,SZ,0
2021-05-31,Education,SZ,0
2021-05-31,Unknown,SZ,1
2021-05-31,Unknown,SZ,0
2021-06-30,Canva Pro,SZ,24
2021-06-30,Canva Pro,SZ,28
2021-06-30,Free,SZ,555
2021-06-30,Unknown,SZ,0
2021-07-31,Canva Pro,SZ,33
2021-07-31,Canva Pro - NFP,SZ,8
2021-07-31,Canva Pro - NFP,SZ,8
2021-07-31,Education,SZ,2
2021-07-31,Unknown,SZ,0
2021-07-31,Unknown,SZ,1
2021-08-31,Canva Pro,SZ,28
2021-08-31,Canva Pro - NFP,SZ,6
2021-08-31,Canva Pro - NFP,SZ,8
2021-08-31,Canva Pro - NFP,SZ,9
2021-08-31,Canva Pro - NFP,SZ,8
2021-08-31,Education,SZ,3
2021-08-31,Education,SZ,5
2021-08-31,Unknown,SZ,0
2021-09-30,Canva Pro,SZ,43
2021-09-30,Canva Pro,SZ,52
2021-09-30,Canva Pro - NFP,SZ,9
2021-09-30,Canva Pro - NFP,SZ,9
2021-09-30,Education,SZ,4
2021-09-30,Free,SZ,565
2021-10-31,Canva Pro,SZ,52
2021-10-31,Canva Pro,SZ,47
2021-10-31,Canva Pro - NFP,SZ,8
2021-10-31,Education,SZ,4
2021-10-31,Free,SZ,613
2021-11-30,Canva Pro,SZ,91
2021-11-30,Canva Pro - NFP,SZ,9
2021-11-30,Education,SZ,2
2021-11-30,Free,SZ,627
2021-12-31,Canva Pro - NFP,SZ,8
2021-12-31,Education,SZ,4
2022-01-31,Canva for Teams,SZ,3
2022-01-31,Education,SZ,3
2022-01-31,Free,SZ,785
2022-02-28,Canva Pro - NFP,SZ,8
2022-02-28,Free,SZ,827
2022-03-31,Canva Pro,SZ,52
2022-03-31,Canva Pro - NFP,SZ,11
2022-03-31,Canva Pro - NFP,SZ,11
2022-03-31,Canva Pro - NFP,SZ,11
2022-03-31,Free,SZ,785
2022-03-31,Unknown,SZ,1
2022-04-30,Canva Pro,SZ,76
2022-04-30,Canva Pro - NFP,SZ,10
2022-04-30,Education,SZ,3
2022-05-31,Canva for Teams,SZ,4
2022-05-31,Canva Pro,SZ,52
2022-05-31,Education,SZ,4
2022-05-31,Unknown,SZ,0
2022-05-31,Unknown,SZ,0
2022-06-30,Canva for Teams,SZ,3
2022-06-30,Canva Pro - NFP,SZ,13
2022-06-30,Education,SZ,4
2022-06-30,Education,SZ,4
2022-06-30,Enterprise,SZ,3
2022-07-31,Canva for Teams,SZ,9
2022-07-31,Canva Pro,SZ,69
2022-07-31,Canva Pro - NFP,SZ,11
2022-07-31,Canva Pro - NFP,SZ,11
2022-07-31,Canva Pro - NFP,SZ,11
2022-07-31,Canva Pro - NFP,SZ,11
2022-07-31,Free,SZ,785
2022-07-31,Free,SZ,760
2022-07-31,Free,SZ,845
2022-08-31,Canva for Teams,SZ,9
2022-08-31,Canva Pro,SZ,47
2022-08-31,Education,SZ,8
2022-08-31,Education,SZ,4
2022-08-31,Education,SZ,4
2022-08-31,Education,SZ,4
2022-08-31,Free,SZ,785
2022-08-31,Free,SZ,760
2022-08-31,Unknown,SZ,1
2022-09-30,Canva for Teams,SZ,4
2022-09-30,Free,SZ,752
2022-09-30,Free,SZ,785
2022-10-31,Canva Pro,SZ,120
2022-10-31,Canva Pro - NFP,SZ,11
2022-10-31,Education,SZ,4
2022-10-31,Education,SZ,8
2022-10-31,Unknown,SZ,1
2022-10-31,Unknown,SZ,0
2022-11-30,Canva Pro - NFP,SZ,11
2022-12-31,Education,SZ,9
2022-12-31,Free,SZ,1289
2023-01-31,Canva Pro,SZ,110
2023-01-31,Canva Pro,SZ,110
2023-01-31,Canva Pro,SZ,122
2023-01-31,Canva Pro,SZ,103
2023-01-31,Free,SZ,1340
2023-01-31,Free,SZ,1311
2023-02-28,Canva Pro,SZ,103
2023-02-28,Canva Pro,SZ,103
2023-02-28,Canva Pro - NFP,SZ,14
2023-02-28,Education,SZ,9
2023-02-28,Education,SZ,4
2023-02-28,Free,SZ,1311
2023-03-31,Canva for Teams,SZ,4
2023-03-31,Enterprise,SZ,11
2023-03-31,Free,SZ,1021
2023-03-31,Unknown,SZ,0
2023-04-30,Canva Pro,SZ,103
2023-04-30,Canva Pro - NFP,SZ,16
2023-04-30,Canva Pro - NFP,SZ,14
2023-05-31,Canva Pro - NFP,SZ,15
2023-05-31,Enterprise,SZ,4
2023-06-30,Canva for Teams,SZ,9
2023-06-30,Canva Pro - NFP,SZ,18
2023-06-30,Education,SZ,11
2023-07-31,Canva for Teams,SZ,11
2023-07-31,Canva Pro,SZ,184
2023-07-31,Canva Pro - NFP,SZ,20
2023-07-31,Education,SZ,11
2023-07-31,Free,SZ,1625
2023-07-31,Free,SZ,1625
2023-07-31,Unknown,SZ,0
2023-08-31,Education,SZ,4
2023-08-31,Free,SZ,1490
2023-08-31,Unknown,SZ,0
2023-09-30,Canva Pro - NFP,SZ,19
2023-09-30,Canva Pro - NFP,SZ,20
2023-10-31,Canva Pro,SZ,163
2023-10-31,Canva Pro - NFP,SZ,18
2023-10-31,Education,SZ,11
2023-10-31,Enterprise,SZ,8
2023-10-31,Free,SZ,1513
2023-11-30,Canva for Teams,SZ,19
2023-11-30,Canva for Teams,SZ,22
2023-11-30,Canva Pro,SZ,184
2023-11-30,Canva Pro - NFP,SZ,21
2023-11-30,Canva Pro - NFP,SZ,17
2023-11-30,Education,SZ,22
2023-11-30,Education,SZ,21
2023-12-31,Canva for Teams,SZ,16
2023-12-31,Canva Pro,SZ,184
2023-12-31,Canva Pro - NFP,SZ,21
2023-12-31,Canva Pro - NFP,SZ,20
2023-12-31,Free,SZ,1567
2024-01-31,Canva Pro,SZ,150
2024-01-31,Canva Pro,SZ,154
2024-01-31,Canva Pro - NFP,SZ,21
2024-01-31,Education,SZ,19
2024-01-31,Free,SZ,1625
2024-01-31,Free,SZ,1567
2024-02-29,Canva Pro,SZ,217
2024-02-29,Canva Pro,SZ,196
2024-02-29,Canva Pro,SZ,189
2024-02-29,Canva Pro,SZ,167
2024-02-29,Canva Pro,SZ,217
2024-02-29,Canva Pro - NFP,SZ,18
2024-02-29,Education,SZ,15
2024-03-31,Canva Pro - NFP,SZ,28
2024-03-31,Canva Pro - NFP,SZ,25
2024-03-31,Education,SZ,24
2024-03-31,Free,SZ,2603
2024-04-30,Canva for Teams,SZ,63
2024-04-30,Canva Pro,SZ,163
2024-04-30,Canva Pro - NFP,SZ,27
2024-04-30,Free,SZ,2350
2024-05-31,Canva Pro,SZ,167
2024-05-31,Canva Pro,SZ,203
2024-05-31,Canva Pro,SZ,167
2024-05-31,Canva Pro,SZ,196
2024-05-31,Education,SZ,21
2024-05-31,Free,SZ,2350
2024-05-31,Free,SZ,2176
2024-05-31,Free,SZ,2897
2024-05-31,Free,SZ,2350
2024-06-30,Canva Pro - NFP,SZ,33
2024-06-30,Canva Pro - NFP,SZ,34
2024-06-30,Canva Pro - NFP,SZ,23
2024-06-30,Education,SZ,21
2024-06-30,Free,SZ,2233
2024-06-30,Free,SZ,2678
2024-07-31,Canva Pro,SZ,163
2024-07-31,Canva Pro - NFP,SZ,25
2024-07-31,Canva Pro - NFP,SZ,34
2024-08-31,Canva for Teams,SZ,60
2024-08-31,Free,SZ,2897
2024-09-30,Canva Pro - NFP,SZ,23
2024-09-30,Canva Pro - NFP,SZ,32
2024-09-30,Education,SZ,27
2024-09-30,Free,SZ,2233
2024-09-30,Free,SZ,2732
2024-10-31,Canva Pro,SZ,184
2024-10-31,Canva Pro,SZ,195
2024-10-31,Education,SZ,20
2024-10-31,Education,SZ,27
2024-10-31,Free,SZ,2732
2024-10-31,Free,SZ,2678
2024-11-30,Canva Pro,SZ,167
2024-11-30,Canva Pro,SZ,163
2024-11-30,Canva Pro,SZ,217
2024-11-30,Canva Pro - NFP,SZ,28
2024-11-30,Education,SZ,22
2024-11-30,Free,SZ,2678
2024-12-31,Canva Pro,SZ,167
2024-12-31,Canva Pro,SZ,207
2024-12-31,Canva Pro,SZ,184
2024-12-31,Canva Pro - NFP,SZ,34
2024-12-31,Education,SZ,20
2024-12-31,Free,SZ,2176
2024-12-31,Free,SZ,2233
2024-12-31,Free,SZ,2176
2020-01-31,Canva Pro - NFP,TC,1
2020-01-31,Canva Pro - NFP,TC,1
2020-01-31,Education,TC,1
2020-01-31,Education,TC,1
2020-01-31,Free,TC,153
2020-02-29,Canva Pro - NFP,TC,1
2020-02-29,Free,TC,305
2020-02-29,Free,TC,153
2020-02-29,Free,TC,153
2020-03-31,Canva Pro - NFP,TC,1
2020-03-31,Education,TC,1
2020-04-30,Canva Pro - NFP,TC,1
2020-04-30,Education,TC,1
2020-04-30,Education,TC,1
2020-04-30,Free,TC,280
2020-05-31,Canva Pro,TC,36
2020-05-31,Canva Pro,TC,65
2020-05-31,Canva Pro - NFP,TC,1
2020-05-31,Education,TC,1
2020-05-31,Unknown,TC,0
2020-06-30,Canva Pro,TC,27
2020-06-30,Education,TC,1
2020-06-30,Free,TC,146
2020-07-31,Canva for Teams,TC,2
2020-07-31,Canva Pro,TC,65
2020-07-31,Canva Pro,TC,52
2020-07-31,Canva Pro - NFP,TC,1
2020-07-31,Canva Pro - NFP,TC,1
2020-07-31,Canva Pro - NFP,TC,1
2020-07-31,Education,TC,1
2020-07-31,Education,TC,1
2020-07-31,Education,TC,1
2020-07-31,Education,TC,2
2020-08-31,Canva Pro,TC,121
2020-08-31,Free,TC,280
2020-09-30,Canva Pro,TC,102
2020-09-30,Canva Pro - NFP,TC,1
2020-09-30,Canva Pro - NFP,TC,1
2020-09-30,Education,TC,1
2020-09-30,Free,TC,305
2020-10-31,Canva Pro,TC,71
2020-10-31,Canva Pro,TC,87
2020-10-31,Canva Pro - NFP,TC,1
2020-10-31,Canva Pro - NFP,TC,1
2020-10-31,Education,TC,1
2020-10-31,Education,TC,1
2020-10-31,Free,TC,333
2020-11-30,Canva Pro,TC,103
2020-11-30,Canva Pro - NFP,TC,1
2020-11-30,Canva Pro - NFP,TC,1
2020-11-30,Canva Pro - NFP,TC,1
2020-11-30,Canva Pro - NFP,TC,1
2020-11-30,Canva Pro - NFP,TC,1
2020-11-30,Free,TC,333
2020-12-31,Canva for Teams,TC,1
2020-12-31,Canva Pro,TC,107
2020-12-31,Canva Pro - NFP,TC,1
2020-12-31,Canva Pro - NFP,TC,1
2020-12-31,Free,TC,313
2021-01-31,Canva Pro - NFP,TC,1
2021-01-31,Canva Pro - NFP,TC,1
2021-01-31,Education,TC,1
2021-02-28,Free,TC,304
2021-02-28,Free,TC,356
2021-02-28,Unknown,TC,1
2021-03-31,Canva Pro - NFP,TC,1
2021-03-31,Education,TC,2
2021-04-30,Canva Pro,TC,87
2021-05-31,Canva Pro - NFP,TC,1
2021-05-31,Enterprise,TC,1
2021-06-30,Canva Pro,TC,104
2021-06-30,Canva Pro,TC,102
2021-06-30,Canva Pro - NFP,TC,1
2021-06-30,Education,TC,2
2021-06-30,Free,TC,336
2021-07-31,Canva Pro,TC,90
2021-07-31,Free,TC,292
2021-08-31,Canva for Teams,TC,2
2021-08-31,Canva Pro,TC,87
2021-08-31,Free,TC,401
2021-08-31,Free,TC,367
2021-08-31,Free,TC,389
2021-09-30,Canva for Teams,TC,2
2021-09-30,Canva Pro,TC,90
2021-09-30,Canva Pro - NFP,TC,1
2021-09-30,Canva Pro - NFP,TC,2
2021-09-30,Education,TC,3
2021-09-30,Free,TC,313
2021-10-31,Canva Pro - NFP,TC,1
2021-10-31,Canva Pro - NFP,TC,1
2021-11-30,Canva Pro,TC,192
2021-11-30,Education,TC,14
2021-11-30,Enterprise,TC,1
2021-11-30,Free,TC,313
2021-12-31,Canva for Teams,TC,22
2021-12-31,Canva Pro,TC,186
2021-12-31,Canva Pro - NFP,TC,2
2021-12-31,Education,TC,17
2021-12-31,Free,TC,389
